entidad	nom_ent	mun	nom_mun	pobtot	pobfem	pob0_14	pob15_64	pob65_mas
17	Morelos	005	Coatlán del Río	10520	5782	2484	6813	1223
17	Morelos	006	Cuautla	187118	97335	43875	125217	17975
17	Morelos	007	Cuernavaca	378476	199747	76300	256398	45563
17	Morelos	008	Emiliano Zapata	107053	55045	26025	72527	8462
17	Morelos	009	Huitzilac	24515	12539	6301	16306	1892
17	Morelos	010	Jantetelco	18402	9404	4804	12062	1527
17	Morelos	011	Jiutepec	215357	112238	48235	147634	19302
17	Morelos	012	Jojutla	57682	29862	13061	38322	6259
17	Morelos	013	Jonacatepec de Leandro Valle	16694	8618	4107	10998	1572
17	Morelos	014	Mazatepec	9653	5050	2372	6197	1084
17	Morelos	015	Miacatlán	15802	8041	3987	10089	1717
17	Morelos	016	Ocuituco	19219	9794	5300	12391	1516
17	Morelos	017	Puente de Ixtla	40018	20948	10116	25734	4133
17	Morelos	018	Temixco	122263	63277	30369	81363	10467
17	Morelos	019	Tepalcingo	28122	14281	7150	18123	2836
17	Morelos	020	Tepoztlán	54987	28145	13135	37193	4646
17	Morelos	021	Tetecala	7617	3924	1805	4945	867
17	Morelos	022	Tetela del Volcán	14853	7549	4383	9465	1005
17	Morelos	023	Tlalnepantla	7943	3962	2288	5064	591
17	Morelos	024	Tlaltizapán de Zapata	52399	26874	12859	34296	5238
17	Morelos	025	Tlaquiltenango	33789	17329	7851	22217	3718
17	Morelos	026	Tlayacapan	19408	9779	4931	12713	1756
17	Morelos	027	Totolapan	12750	6548	3522	8181	1045
17	Morelos	028	Xochitepec	73539	36629	18329	49395	5786
17	Morelos	029	Yautepec	105780	54681	26066	69535	10064
17	Morelos	030	Yecapixtla	56083	28433	15204	36697	4163
17	Morelos	031	Zacatepec	36094	18862	7828	24106	4155
17	Morelos	032	Zacualpan de Amilpas	9965	5108	2457	6439	1069
17	Morelos	033	Temoac	16574	8664	4257	11083	1222
17	Morelos	034	Coatetelco	11347	5877	3286	7136	925
17	Morelos	035	Xoxocotla	27805	13924	7497	18814	1491
17	Morelos	036	Hueyapan	7855	4131	2287	4904	664
18	Nayarit	001	Acaponeta	37232	18617	9925	22921	4371
18	Nayarit	002	Ahuacatlán	15393	7754	3795	9548	2047
18	Nayarit	003	Amatlán de Cañas	11536	5668	2904	6869	1761
18	Nayarit	004	Compostela	77436	38866	20642	48711	8033
18	Nayarit	005	Huajicori	12230	5998	4616	6703	911
18	Nayarit	006	Ixtlán del Río	29299	15155	7887	18412	2989
18	Nayarit	007	Jala	19321	9768	6134	11354	1832
18	Nayarit	008	Xalisco	65229	33507	17549	43260	4370
18	Nayarit	009	Del Nayar	47550	24089	20453	24963	2107
18	Nayarit	010	Rosamorada	33567	16484	8990	20535	4034
18	Nayarit	011	Ruíz	24096	11977	7019	14810	2245
18	Nayarit	012	San Blas	41518	20241	10911	25964	4634
18	Nayarit	013	San Pedro Lagunillas	7683	3761	1798	4740	1145
18	Nayarit	014	Santa María del Oro	24911	12362	6655	15664	2592
18	Nayarit	015	Santiago Ixcuintla	93981	46515	23650	59003	11315
18	Nayarit	016	Tecuala	37135	18293	9129	22628	5375
18	Nayarit	017	Tepic	425924	218832	103105	286095	36201
18	Nayarit	018	Tuxpan	30064	15092	7069	19203	3790
18	Nayarit	019	La Yesca	13719	6861	4576	7954	1036
18	Nayarit	020	Bahía de Banderas	187632	93338	54071	124376	8909
19	Nuevo León	001	Abasolo	2974	1532	797	1959	216
19	Nuevo León	002	Agualeguas	3382	1692	660	2048	674
19	Nuevo León	003	Los Aldamas	1407	708	302	807	298
19	Nuevo León	004	Allende	35289	17460	8612	23332	3332
19	Nuevo León	005	Anáhuac	18030	9178	4936	11220	1874
19	Nuevo León	006	Apodaca	656464	324951	165677	466977	23584
19	Nuevo León	007	Aramberri	14992	7325	3917	8937	2138
19	Nuevo León	008	Bustamante	3661	1837	926	2225	505
19	Nuevo León	009	Cadereyta Jiménez	122337	59960	31008	83069	8175
19	Nuevo León	010	El Carmen	104478	51595	34472	68399	1550
19	Nuevo León	011	Cerralvo	7340	3633	1798	4668	874
19	Nuevo León	012	Ciénega de Flores	68747	33541	21399	45676	1664
19	Nuevo León	013	China	9930	4969	2437	6203	1290
19	Nuevo León	014	Doctor Arroyo	36088	18028	10681	20995	4327
19	Nuevo León	015	Doctor Coss	1360	703	302	804	254
19	Nuevo León	016	Doctor González	3256	1584	812	2080	364
19	Nuevo León	017	Galeana	40903	20459	11467	24663	4771
19	Nuevo León	018	García	397205	196497	124731	264846	7494
19	Nuevo León	019	San Pedro Garza García	132169	69583	21363	88198	17883
19	Nuevo León	020	General Bravo	5506	2710	1459	3360	678
19	Nuevo León	021	General Escobedo	481213	239052	127161	335149	18619
19	Nuevo León	022	General Terán	14109	6994	3240	8671	2198
19	Nuevo León	023	General Treviño	1808	918	355	1093	360
19	Nuevo León	024	General Zaragoza	6282	3058	1852	3718	712
19	Nuevo León	025	General Zuazua	102149	50305	30998	69267	1855
19	Nuevo León	026	Guadalupe	643143	324150	127651	446794	68613
19	Nuevo León	027	Los Herreras	1959	970	385	1137	436
19	Nuevo León	028	Higueras	1386	662	346	864	176
19	Nuevo León	029	Hualahuises	7026	3546	1681	4390	954
19	Nuevo León	030	Iturbide	3298	1582	826	2010	462
19	Nuevo León	031	Juárez	471523	233806	139095	320791	11160
19	Nuevo León	032	Lampazos de Naranjo	5351	2694	1439	3291	621
19	Nuevo León	033	Linares	84666	42788	20938	55679	8037
19	Nuevo León	034	Marín	5119	2480	1311	3371	436
19	Nuevo León	035	Melchor Ocampo	1483	719	298	969	216
19	Nuevo León	036	Mier y Noriega	7652	3857	2533	4252	867
19	Nuevo León	037	Mina	6048	2992	1681	3865	502
19	Nuevo León	038	Montemorelos	67428	33859	15973	44670	6572
19	Nuevo León	039	Monterrey	1142994	578189	221453	775139	138010
19	Nuevo León	040	Parás	906	449	175	526	205
19	Nuevo León	041	Pesquería	147624	71620	46023	99022	2568
19	Nuevo León	042	Los Ramones	5389	2613	1100	3294	995
19	Nuevo León	043	Rayones	2377	1147	595	1411	371
19	Nuevo León	044	Sabinas Hidalgo	34709	17674	7847	23069	3775
19	Nuevo León	045	Salinas Victoria	86766	42631	25834	58208	2648
19	Nuevo León	046	San Nicolás de los Garza	412199	209241	67049	290321	54766
19	Nuevo León	047	Hidalgo	16086	8004	3923	10691	1470
19	Nuevo León	048	Santa Catarina	306322	153705	70891	211902	20902
19	Nuevo León	049	Santiago	46784	23324	9980	30856	5462
19	Nuevo León	050	Vallecillo	1552	732	328	937	287
19	Nuevo León	051	Villaldama	3573	1786	731	2227	612
20	Oaxaca	001	Abejones	841	481	231	515	95
20	Oaxaca	002	Acatlán de Pérez Figueroa	45167	23187	12366	28469	4331
20	Oaxaca	003	Asunción Cacalotepec	2547	1318	688	1437	422
20	Oaxaca	004	Asunción Cuyotepeji	1107	584	276	659	172
20	Oaxaca	005	Asunción Ixtaltepec	15261	7711	3259	9589	2410
20	Oaxaca	006	Asunción Nochixtlán	20464	10887	6149	12552	1760
20	Oaxaca	007	Asunción Ocotlán	2395	1304	517	1317	561
20	Oaxaca	008	Asunción Tlacolulita	734	379	159	403	172
20	Oaxaca	009	Ayotzintepec	6857	3574	2135	4175	547
20	Oaxaca	010	El Barrio de la Soledad	13474	6972	2917	8747	1809
20	Oaxaca	011	Calihualá	1402	712	463	740	199
20	Oaxaca	012	Candelaria Loxicha	11166	5716	4255	6106	805
20	Oaxaca	013	Ciénega de Zimatlán	3043	1579	698	1890	455
20	Oaxaca	014	Ciudad Ixtepec	28082	14783	6712	18325	3045
20	Oaxaca	015	Coatecas Altas	5356	2829	1587	3129	640
20	Oaxaca	016	Coicoyán de las Flores	9563	5103	3884	5088	590
20	Oaxaca	017	La Compañía	3607	1906	960	2108	539
20	Oaxaca	018	Concepción Buenavista	752	377	209	390	153
20	Oaxaca	019	Concepción Pápalo	2754	1378	699	1605	450
20	Oaxaca	020	Constancia del Rosario	4847	2672	1819	2678	350
20	Oaxaca	021	Cosolapa	14488	7642	3946	9274	1268
20	Oaxaca	022	Cosoltepec	803	418	174	385	244
20	Oaxaca	023	Cuilápam de Guerrero	26882	14019	7146	17840	1896
20	Oaxaca	024	Cuyamecalco Villa de Zaragoza	3644	1797	1063	2067	514
20	Oaxaca	025	Chahuites	11356	5787	3045	7155	1134
20	Oaxaca	026	Chalcatongo de Hidalgo	9035	4798	2552	5376	1107
20	Oaxaca	027	Chiquihuitlán de Benito Juárez	2179	1185	535	1274	370
20	Oaxaca	028	Heroica Ciudad de Ejutla de Crespo	23148	12069	6608	13862	2678
20	Oaxaca	029	Eloxochitlán de Flores Magón	4215	2220	1429	2309	477
20	Oaxaca	030	El Espinal	8730	4491	1905	5692	1133
20	Oaxaca	031	Tamazulápam del Espíritu Santo	7185	3981	2109	4240	836
20	Oaxaca	032	Fresnillo de Trujano	1077	539	295	585	197
20	Oaxaca	033	Guadalupe Etla	2929	1532	643	2003	283
20	Oaxaca	034	Guadalupe de Ramírez	1288	674	352	688	248
20	Oaxaca	035	Guelatao de Juárez	657	332	223	373	61
20	Oaxaca	036	Guevea de Humboldt	5256	2771	1586	3157	513
20	Oaxaca	037	Mesones Hidalgo	4424	2373	1370	2545	509
20	Oaxaca	038	Villa Hidalgo	1885	985	428	1192	265
20	Oaxaca	039	Heroica Ciudad de Huajuapan de León	78313	41151	21758	50131	6366
20	Oaxaca	040	Huautepec	6385	3408	2319	3505	561
20	Oaxaca	041	Huautla de Jiménez	31710	17082	9482	18334	3894
20	Oaxaca	042	Ixtlán de Juárez	8385	4349	2528	5171	686
20	Oaxaca	043	Juchitán de Zaragoza	113570	58954	28905	75031	8737
20	Oaxaca	044	Loma Bonita	40934	21441	10731	25652	4544
20	Oaxaca	045	Magdalena Apasco	7888	4148	1907	5383	598
20	Oaxaca	046	Magdalena Jaltepec	2943	1604	658	1700	581
20	Oaxaca	047	Santa Magdalena Jicotlán	81	40	11	48	22
20	Oaxaca	048	Magdalena Mixtepec	1433	741	556	768	109
20	Oaxaca	049	Magdalena Ocotlán	1184	599	330	724	130
20	Oaxaca	050	Magdalena Peñasco	3750	1980	1213	2129	408
20	Oaxaca	051	Magdalena Teitipac	4764	2543	1558	2791	382
20	Oaxaca	052	Magdalena Tequisistlán	5996	3057	1482	3716	795
20	Oaxaca	053	Magdalena Tlacotepec	1297	675	259	816	222
20	Oaxaca	054	Magdalena Zahuatlán	404	215	93	241	70
20	Oaxaca	055	Mariscala de Juárez	3739	1952	1079	2126	534
20	Oaxaca	056	Mártires de Tacubaya	1446	736	414	848	184
20	Oaxaca	057	Matías Romero Avendaño	38183	20007	10337	23567	4271
20	Oaxaca	058	Mazatlán Villa de Flores	12722	6489	4013	7019	1690
20	Oaxaca	059	Miahuatlán de Porfirio Díaz	50375	25772	14501	32003	3863
20	Oaxaca	060	Mixistlán de la Reforma	2487	1345	713	1509	265
20	Oaxaca	061	Monjas	2893	1562	909	1645	339
20	Oaxaca	062	Natividad	498	276	105	317	76
20	Oaxaca	063	Nazareno Etla	4293	2237	898	2927	468
20	Oaxaca	064	Nejapa de Madero	8494	4327	2171	5346	977
20	Oaxaca	065	Ixpantepec Nieves	1079	592	238	548	293
20	Oaxaca	066	Santiago Niltepec	5342	2727	1306	3170	844
20	Oaxaca	067	Oaxaca de Juárez	270955	145103	59475	181878	27432
20	Oaxaca	068	Ocotlán de Morelos	23751	12414	6175	15414	2159
20	Oaxaca	069	La Pe	3052	1537	1039	1814	199
20	Oaxaca	070	Pinotepa de Don Luis	6416	3254	1963	3741	711
20	Oaxaca	071	Pluma Hidalgo	3255	1675	985	1947	323
20	Oaxaca	072	San José del Progreso	8059	4206	2460	4989	610
20	Oaxaca	073	Putla Villa de Guerrero	34652	18463	10212	21124	3316
20	Oaxaca	074	Santa Catarina Quioquitani	456	225	141	264	51
20	Oaxaca	075	Reforma de Pineda	2660	1378	568	1580	512
20	Oaxaca	076	La Reforma	3411	1736	977	2094	340
20	Oaxaca	077	Reyes Etla	4370	2265	1101	2879	390
20	Oaxaca	078	Rojas de Cuauhtémoc	1301	668	271	869	161
20	Oaxaca	079	Salina Cruz	84438	43995	19945	56451	7979
20	Oaxaca	080	San Agustín Amatengo	1593	810	366	891	336
20	Oaxaca	081	San Agustín Atenango	1871	963	438	1018	415
20	Oaxaca	082	San Agustín Chayuco	4163	2140	1183	2562	418
20	Oaxaca	083	San Agustín de las Juntas	11391	5884	3013	7743	562
20	Oaxaca	084	San Agustín Etla	4168	2184	878	2779	511
20	Oaxaca	085	San Agustín Loxicha	26194	13416	10180	14407	1607
20	Oaxaca	086	San Agustín Tlacotepec	1032	576	273	583	176
20	Oaxaca	087	San Agustín Yatareni	5521	2931	1485	3655	381
20	Oaxaca	088	San Andrés Cabecera Nueva	2881	1486	859	1662	360
20	Oaxaca	089	San Andrés Dinicuiti	2308	1185	598	1424	286
20	Oaxaca	090	San Andrés Huaxpaltepec	6234	3240	1776	3899	559
20	Oaxaca	091	San Andrés Huayápam	6279	3279	1331	4345	567
20	Oaxaca	092	San Andrés Ixtlahuaca	1776	931	444	1052	280
20	Oaxaca	093	San Andrés Lagunas	518	271	124	289	105
20	Oaxaca	094	San Andrés Nuxiño	1850	968	513	1049	288
20	Oaxaca	095	San Andrés Paxtlán	4562	2267	1354	2855	353
20	Oaxaca	096	San Andrés Sinaxtla	756	402	194	456	106
20	Oaxaca	097	San Andrés Solaga	1771	914	382	1027	362
20	Oaxaca	098	San Andrés Teotilálpam	4233	2239	1288	2464	481
20	Oaxaca	099	San Andrés Tepetlapa	381	198	113	210	58
20	Oaxaca	100	San Andrés Yaá	393	209	69	200	124
20	Oaxaca	101	San Andrés Zabache	748	411	185	456	107
20	Oaxaca	102	San Andrés Zautla	5326	2771	1308	3518	500
20	Oaxaca	103	San Antonino Castillo Velasco	6064	3182	1537	3896	631
20	Oaxaca	104	San Antonino el Alto	2705	1359	805	1683	217
20	Oaxaca	105	San Antonino Monte Verde	7678	4146	2493	4502	683
20	Oaxaca	106	San Antonio Acutla	249	123	52	156	41
20	Oaxaca	107	San Antonio de la Cal	26282	13890	7062	17612	1484
20	Oaxaca	108	San Antonio Huitepec	2936	1582	872	1559	505
20	Oaxaca	109	San Antonio Nanahuatípam	1232	627	313	782	137
20	Oaxaca	110	San Antonio Sinicahua	1668	928	626	898	144
20	Oaxaca	111	San Antonio Tepetlapa	4873	2557	1584	2860	429
20	Oaxaca	112	San Baltazar Chichicápam	2576	1351	452	1648	476
20	Oaxaca	113	San Baltazar Loxicha	3169	1644	965	1933	271
20	Oaxaca	114	San Baltazar Yatzachi el Bajo	674	349	138	360	176
20	Oaxaca	115	San Bartolo Coyotepec	10391	5393	2539	7051	764
20	Oaxaca	116	San Bartolomé Ayautla	4131	2180	1354	2313	464
20	Oaxaca	117	San Bartolomé Loxicha	2213	1143	662	1328	223
20	Oaxaca	118	San Bartolomé Quialana	2389	1395	572	1475	342
20	Oaxaca	119	San Bartolomé Yucuañe	735	410	126	488	121
20	Oaxaca	120	San Bartolomé Zoogocho	449	207	166	214	69
20	Oaxaca	121	San Bartolo Soyaltepec	596	307	114	342	140
20	Oaxaca	122	San Bartolo Yautepec	653	332	175	357	121
20	Oaxaca	123	San Bernardo Mixtepec	2829	1474	884	1615	330
20	Oaxaca	124	San Blas Atempa	19696	9925	5377	12824	1458
20	Oaxaca	125	San Carlos Yautepec	11662	5796	3642	6841	1179
20	Oaxaca	126	San Cristóbal Amatlán	5396	2818	1742	3173	481
20	Oaxaca	127	San Cristóbal Amoltepec	1252	676	381	729	142
20	Oaxaca	128	San Cristóbal Lachirioag	1342	706	316	791	235
20	Oaxaca	129	San Cristóbal Suchixtlahuaca	356	181	98	200	58
20	Oaxaca	130	San Dionisio del Mar	5180	2593	1496	3189	495
20	Oaxaca	131	San Dionisio Ocotepec	11411	5998	2951	7458	1001
20	Oaxaca	132	San Dionisio Ocotlán	1380	714	338	887	155
20	Oaxaca	133	San Esteban Atatlahuca	3934	2056	1163	2267	501
20	Oaxaca	134	San Felipe Jalapa de Díaz	28500	15095	9751	16876	1872
20	Oaxaca	135	San Felipe Tejalápam	8231	4291	2318	5182	731
20	Oaxaca	136	San Felipe Usila	12191	6343	3900	7012	1278
20	Oaxaca	137	San Francisco Cahuacuá	3450	1753	1052	2014	384
20	Oaxaca	138	San Francisco Cajonos	451	239	83	252	116
20	Oaxaca	139	San Francisco Chapulapa	2195	1134	746	1239	210
20	Oaxaca	140	San Francisco Chindúa	812	415	209	500	103
20	Oaxaca	141	San Francisco del Mar	8710	4336	2806	5287	617
20	Oaxaca	142	San Francisco Huehuetlán	842	464	179	448	215
20	Oaxaca	143	San Francisco Ixhuatán	9461	4695	2420	5921	1120
20	Oaxaca	144	San Francisco Jaltepetongo	1075	561	279	577	219
20	Oaxaca	145	San Francisco Lachigoló	5215	2713	1347	3535	333
20	Oaxaca	146	San Francisco Logueche	2803	1479	902	1735	166
20	Oaxaca	147	San Francisco Nuxaño	376	183	92	208	76
20	Oaxaca	148	San Francisco Ozolotepec	2182	1142	800	1213	169
20	Oaxaca	149	San Francisco Sola	2019	1072	649	1176	194
20	Oaxaca	150	San Francisco Telixtlahuaca	13856	7182	3871	8939	1046
20	Oaxaca	151	San Francisco Teopan	312	151	70	179	63
20	Oaxaca	152	San Francisco Tlapancingo	2472	1328	860	1359	253
20	Oaxaca	153	San Gabriel Mixtepec	4910	2515	1579	2961	370
20	Oaxaca	154	San Ildefonso Amatlán	2329	1250	700	1338	291
20	Oaxaca	155	San Ildefonso Sola	1060	547	330	643	87
20	Oaxaca	156	San Ildefonso Villa Alta	3677	1898	879	2318	480
20	Oaxaca	157	San Jacinto Amilpas	16827	8838	3936	11740	1097
20	Oaxaca	158	San Jacinto Tlacotepec	2233	1158	678	1347	208
20	Oaxaca	159	San Jerónimo Coatlán	5537	2836	1864	3297	376
20	Oaxaca	160	San Jerónimo Silacayoapilla	1429	730	380	840	209
20	Oaxaca	161	San Jerónimo Sosola	2730	1425	660	1603	467
20	Oaxaca	162	San Jerónimo Taviche	2046	1059	637	1265	144
20	Oaxaca	163	San Jerónimo Tecóatl	1577	845	490	880	207
20	Oaxaca	164	San Jorge Nuchita	2881	1540	834	1652	395
20	Oaxaca	165	San José Ayuquila	1629	864	499	915	215
20	Oaxaca	166	San José Chiltepec	11310	5849	2919	7311	1080
20	Oaxaca	167	San José del Peñasco	2149	1127	679	1301	169
20	Oaxaca	168	San José Estancia Grande	938	481	308	518	112
20	Oaxaca	169	San José Independencia	4251	2198	1485	2292	474
20	Oaxaca	170	San José Lachiguiri	3700	1948	979	2353	368
20	Oaxaca	171	San José Tenango	18102	9536	6350	9659	2093
20	Oaxaca	172	San Juan Achiutla	408	205	59	246	103
20	Oaxaca	173	San Juan Atepec	1457	752	338	856	263
20	Oaxaca	174	Ánimas Trujano	4564	2394	1068	3119	374
20	Oaxaca	175	San Juan Bautista Atatlahuca	1424	744	357	859	208
20	Oaxaca	176	San Juan Bautista Coixtlahuaca	2725	1411	721	1521	483
20	Oaxaca	177	San Juan Bautista Cuicatlán	10365	5224	2774	6375	1216
20	Oaxaca	178	San Juan Bautista Guelache	6692	3525	1669	4467	556
20	Oaxaca	179	San Juan Bautista Jayacatlán	1447	744	393	820	234
20	Oaxaca	180	San Juan Bautista Lo de Soto	2344	1167	661	1325	358
20	Oaxaca	181	San Juan Bautista Suchitepec	453	231	93	249	111
20	Oaxaca	182	San Juan Bautista Tlacoatzintepec	2181	1175	725	1224	232
20	Oaxaca	183	San Juan Bautista Tlachichilco	1475	786	468	837	170
20	Oaxaca	184	San Juan Bautista Tuxtepec	159452	83485	41188	105205	13020
20	Oaxaca	185	San Juan Cacahuatepec	8939	4642	2573	5495	871
20	Oaxaca	186	San Juan Cieneguilla	524	253	144	268	112
20	Oaxaca	187	San Juan Coatzóspam	1808	934	439	1098	271
20	Oaxaca	188	San Juan Colorado	9609	4941	3151	5486	972
20	Oaxaca	189	San Juan Comaltepec	3116	1593	1032	1864	220
20	Oaxaca	190	San Juan Cotzocón	22444	11601	6564	13580	2299
20	Oaxaca	191	San Juan Chicomezúchil	296	163	64	170	62
20	Oaxaca	192	San Juan Chilateca	1522	825	284	996	242
20	Oaxaca	193	San Juan del Estado	2807	1465	713	1756	338
20	Oaxaca	194	San Juan del Río	1372	721	263	882	227
20	Oaxaca	195	San Juan Diuxi	1056	559	228	548	280
20	Oaxaca	196	San Juan Evangelista Analco	407	215	85	214	108
20	Oaxaca	197	San Juan Guelavía	3288	1671	780	2067	441
20	Oaxaca	198	San Juan Guichicovi	29802	15841	7890	17786	4124
20	Oaxaca	199	San Juan Ihualtepec	494	268	111	235	144
20	Oaxaca	200	San Juan Juquila Mixes	3703	1939	995	2213	493
20	Oaxaca	201	San Juan Juquila Vijanos	1880	996	576	1151	153
20	Oaxaca	202	San Juan Lachao	4577	2382	1569	2679	319
20	Oaxaca	203	San Juan Lachigalla	3538	1798	1137	2160	241
20	Oaxaca	204	San Juan Lajarcia	634	342	144	372	118
20	Oaxaca	205	San Juan Lalana	16989	8745	5259	10168	1562
20	Oaxaca	206	San Juan de los Cués	2421	1237	663	1440	318
20	Oaxaca	207	San Juan Mazatlán	19032	9665	6253	11138	1641
20	Oaxaca	208	San Juan Mixtepec	6941	3632	1496	4078	1367
20	Oaxaca	209	San Juan Mixtepec	607	362	122	340	145
20	Oaxaca	210	San Juan Ñumí	5773	3155	1620	3416	737
20	Oaxaca	211	San Juan Ozolotepec	3411	1703	1344	1827	240
20	Oaxaca	212	San Juan Petlapa	3117	1633	1180	1692	245
20	Oaxaca	213	San Juan Quiahije	4203	2291	1686	2187	330
20	Oaxaca	214	San Juan Quiotepec	2033	1026	512	1212	309
20	Oaxaca	215	San Juan Sayultepec	879	475	266	504	109
20	Oaxaca	216	San Juan Tabaá	1241	646	336	733	172
20	Oaxaca	217	San Juan Tamazola	3325	1709	1116	1734	475
20	Oaxaca	218	San Juan Teita	544	284	127	301	116
20	Oaxaca	219	San Juan Teitipac	2668	1392	656	1547	465
20	Oaxaca	220	San Juan Tepeuxila	2692	1304	750	1578	364
20	Oaxaca	221	San Juan Teposcolula	1494	771	370	888	236
20	Oaxaca	222	San Juan Yaeé	1426	739	373	857	196
20	Oaxaca	223	San Juan Yatzona	440	243	128	253	59
20	Oaxaca	224	San Juan Yucuita	643	338	127	394	122
20	Oaxaca	225	San Lorenzo	5903	3101	1782	3579	542
20	Oaxaca	226	San Lorenzo Albarradas	2971	1466	771	1830	370
20	Oaxaca	227	San Lorenzo Cacaotepec	18339	9480	4389	12558	1380
20	Oaxaca	228	San Lorenzo Cuaunecuiltitla	833	402	299	447	87
20	Oaxaca	229	San Lorenzo Texmelúcan	9148	5031	3613	5040	495
20	Oaxaca	230	San Lorenzo Victoria	932	454	245	498	189
20	Oaxaca	231	San Lucas Camotlán	3187	1648	941	1977	269
20	Oaxaca	232	San Lucas Ojitlán	22185	11569	7003	13380	1791
20	Oaxaca	233	San Lucas Quiaviní	1720	992	335	1106	279
20	Oaxaca	234	San Lucas Zoquiápam	7163	3720	2419	3955	789
20	Oaxaca	235	San Luis Amatlán	3829	2036	1107	2222	500
20	Oaxaca	236	San Marcial Ozolotepec	1372	742	505	754	113
20	Oaxaca	237	San Marcos Arteaga	1568	834	399	882	287
20	Oaxaca	238	San Martín de los Cansecos	994	522	272	605	117
20	Oaxaca	239	San Martín Huamelúlpam	1000	532	230	591	179
20	Oaxaca	240	San Martín Itunyoso	2749	1498	959	1545	245
20	Oaxaca	241	San Martín Lachilá	1034	569	258	600	176
20	Oaxaca	242	San Martín Peras	12436	6582	5034	6244	1158
20	Oaxaca	243	San Martín Tilcajete	1975	1053	498	1259	218
20	Oaxaca	244	San Martín Toxpalan	3934	2043	1204	2351	379
20	Oaxaca	245	San Martín Zacatepec	1324	660	387	743	194
20	Oaxaca	246	San Mateo Cajonos	611	314	171	336	104
20	Oaxaca	247	Capulálpam de Méndez	1619	896	368	1079	172
20	Oaxaca	248	San Mateo del Mar	15571	7780	5125	9326	1120
20	Oaxaca	249	San Mateo Yoloxochitlán	3831	2026	1256	2279	296
20	Oaxaca	250	San Mateo Etlatongo	1239	633	298	801	140
20	Oaxaca	251	San Mateo Nejápam	1217	653	401	684	132
20	Oaxaca	252	San Mateo Peñasco	2384	1264	746	1380	258
20	Oaxaca	253	San Mateo Piñas	2021	995	526	1158	337
20	Oaxaca	254	San Mateo Río Hondo	3207	1636	915	1930	362
20	Oaxaca	255	San Mateo Sindihui	1977	1045	582	1158	237
20	Oaxaca	256	San Mateo Tlapiltepec	229	118	49	143	37
20	Oaxaca	257	San Melchor Betaza	1052	548	248	626	178
20	Oaxaca	258	San Miguel Achiutla	698	348	157	378	163
20	Oaxaca	259	San Miguel Ahuehuetitlán	2142	1109	668	1150	324
20	Oaxaca	260	San Miguel Aloápam	2191	1193	603	1328	260
20	Oaxaca	261	San Miguel Amatitlán	6932	3589	2292	3856	784
20	Oaxaca	262	San Miguel Amatlán	991	518	268	600	123
20	Oaxaca	263	San Miguel Coatlán	3184	1725	1092	1800	292
20	Oaxaca	264	San Miguel Chicahua	2169	1198	717	1169	283
20	Oaxaca	265	San Miguel Chimalapa	6711	3296	1712	3699	742
20	Oaxaca	266	San Miguel del Puerto	8551	4283	2390	5356	793
20	Oaxaca	267	San Miguel del Río	245	123	52	153	40
20	Oaxaca	268	San Miguel Ejutla	1149	613	331	700	118
20	Oaxaca	269	San Miguel el Grande	4313	2305	1120	2641	552
20	Oaxaca	270	San Miguel Huautla	1311	696	443	644	224
20	Oaxaca	271	San Miguel Mixtepec	3194	1612	1137	1826	231
20	Oaxaca	272	San Miguel Panixtlahuaca	6252	3494	2391	3510	351
20	Oaxaca	273	San Miguel Peras	3818	1996	1331	2163	324
20	Oaxaca	274	San Miguel Piedras	1328	692	395	761	172
20	Oaxaca	275	San Miguel Quetzaltepec	7286	3756	2113	4544	629
20	Oaxaca	276	San Miguel Santa Flor	691	330	163	387	141
20	Oaxaca	277	Villa Sola de Vega	12350	6395	3778	7318	1254
20	Oaxaca	278	San Miguel Soyaltepec	38682	20070	12092	23210	3365
20	Oaxaca	279	San Miguel Suchixtepec	2932	1531	795	1843	294
20	Oaxaca	280	Villa Talea de Castro	2011	1066	461	1234	316
20	Oaxaca	281	San Miguel Tecomatlán	305	153	53	172	80
20	Oaxaca	282	San Miguel Tenango	653	319	162	406	85
20	Oaxaca	283	San Miguel Tequixtepec	1044	548	292	569	183
20	Oaxaca	284	San Miguel Tilquiápam	3141	1726	1025	1734	382
20	Oaxaca	285	San Miguel Tlacamama	3668	1882	1073	2267	328
20	Oaxaca	286	San Miguel Tlacotepec	3100	1668	791	1804	505
20	Oaxaca	287	San Miguel Tulancingo	307	173	56	169	82
20	Oaxaca	288	San Miguel Yotao	585	313	155	378	52
20	Oaxaca	289	San Nicolás	1214	634	341	684	189
20	Oaxaca	290	San Nicolás Hidalgo	1043	544	300	590	153
20	Oaxaca	291	San Pablo Coatlán	4308	2201	1331	2519	458
20	Oaxaca	292	San Pablo Cuatro Venados	1510	792	499	873	138
20	Oaxaca	293	San Pablo Etla	17116	9083	4022	11996	1036
20	Oaxaca	294	San Pablo Huitzo	7035	3717	1707	4510	818
20	Oaxaca	295	San Pablo Huixtepec	10020	5299	2522	6364	1130
20	Oaxaca	296	San Pablo Macuiltianguis	955	477	213	522	220
20	Oaxaca	297	San Pablo Tijaltepec	2751	1474	907	1657	187
20	Oaxaca	298	San Pablo Villa de Mitla	13587	7061	3418	8808	1361
20	Oaxaca	299	San Pablo Yaganiza	1125	582	304	685	136
20	Oaxaca	300	San Pedro Amuzgos	6632	3552	1904	4116	612
